name,created,source,address,rating,number_of_reviews,location_point,about,tags,main_photo_url,order_page,curated,is_free,price
Eigen + Art,2021-10-28 09:48:26.747069,GoogleMaps,"Auguststraße 26, 10117 Berlin, Germany",4.6,52,"('SRID=4326;POINT (13.397119799999999 52.5269196)',)","Contemporary & conceptual art gallery. Gallery in former school, hosting temporary exhibitions of international contemporary artists' work.",Art,https://lh5.googleusercontent.com/p/AF1QipPzcbgV8KHEmaVNhsLbW0jPw4FpGyu0AUvyyzkN=w480-h642-k-no,,False,True,
Berlin Zoological Garden,2021-10-28 09:58:50.178043,GoogleMaps,"Hardenbergpl. 8, 10787 Berlin, Germany",4.5,46427,"('SRID=4326;POINT (13.3377547 52.5079196)',)","Huge, leafy zoo with modern aviary. Expansive, established zoo with animals in naturalistic habitats & a modern birdhouse.",Amusements,https://lh5.googleusercontent.com/p/AF1QipO3JUGVb9dyhCcctt8B0rTxGnBkF9tY_vOI-Blf=w732-h552-k-no,,False,True,
Plansche Weydemeyerstraße,2021-10-28 09:58:50.974579,GoogleMaps,"10178 Berlin, Germany",4.3,96,"('SRID=4326;POINT (13.427563099999999 52.5209908)',)",,Amusements,https://lh5.googleusercontent.com/p/AF1QipOQV8vP_Uzd1IRkiQrG4nGZ1wJBzRKdq87_P_5v=w480-h636-k-no,,False,True,
House of Tales - Escape Room Berlin,2021-10-28 09:58:51.751304,GoogleMaps,"Zimmerstraße 90, 10117 Berlin, Germany",4.7,693,"('SRID=4326;POINT (13.3878609 52.5077236)',)",,"Amusements, Popular",https://lh5.googleusercontent.com/p/AF1QipOPcpAFf9ZHPdbnxiRVE7-hKtwx1P-lX92MxwNJ=w978-h552-k-no,,False,True,
Exit the Room Berlin,2021-10-28 09:58:52.552395,GoogleMaps,"Glatzer Str. 7, 10247 Berlin, Germany",4.4,205,"('SRID=4326;POINT (13.4655806 52.5096883)',)",,Amusements,https://lh5.googleusercontent.com/p/AF1QipMKZNeo8v1QHuFhLFMXc9jOEmQfBKdhfwIG9YmZ=w732-h552-k-no,,False,True,
JUMP House Reinickendorf,2021-10-28 09:58:53.369672,GoogleMaps,"Miraustraße 38, 13509 Berlin, Germany",4.3,3752,"('SRID=4326;POINT (13.3117673 52.5827288)',)",,Amusements,https://lh5.googleusercontent.com/p/AF1QipNAXCDQhLby1Rx4-mIimO4EANLjjJI8uGZtrd8S=w828-h552-k-no,,False,True,
Soviet War Memorial Treptow,2021-10-28 09:58:55.203597,GoogleMaps,"Puschkinallee, 12435 Berlin, Germany",4.8,2491,"('SRID=4326;POINT (13.4719576 52.4861394)',)",Monumental tribute to Soviet military. Massive military memorial & cemetery for the millions of Soviet soldiers killed in World War II.,"Amusements, Popular",https://lh5.googleusercontent.com/p/AF1QipNRC3P2sJsz-xuU9r2KpNLzE7b42lo2TYlTBBdU=w732-h552-k-no,,False,True,
BergWerk.Berlin,2021-10-28 09:58:55.203597,GoogleMaps,"Stendaler Str. 25, 12627 Berlin, Germany",4.4,762,"('SRID=4326;POINT (13.603936099999999 52.5378349)',)",Family-friendly rope adventure center. Rope ladders & bridges cross a recreated mine shaft at this family-friendly adventure center.,Amusements,https://lh5.googleusercontent.com/p/AF1QipMrfTxHAqSHLG5dd6bbMwMj7zODn7lSP1gss447=w732-h552-k-no,,False,True,
SPRUNG RAUM® Tempelhof GmbH,2021-10-28 09:58:55.608671,GoogleMaps,"Malteserstraße 139-142, 12277 Berlin, Germany",4.2,1926,"('SRID=4326;POINT (13.3590942 52.418911099999995)',)",,Amusements,https://lh5.googleusercontent.com/p/AF1QipPwxZW-AAVlXS8eqAfcGH_VGPQxPuflgqaujGcv=w828-h552-k-no,,False,True,
Alte Fasanerie - Der Hof und Garten,2021-10-28 09:58:55.890403,GoogleMaps,"Fasanerie 10, 13469 Berlin, Germany",3.8,119,"('SRID=4326;POINT (13.3679232 52.607920199999995)',)",,Amusements,https://lh5.googleusercontent.com/p/AF1QipP83LhoZV7c2r1YUPeg8QVXVJMYXF0Yumk0yuvy=w978-h552-k-no,,False,True,
Plansche am Weißen See,2021-10-28 09:58:56.706443,GoogleMaps,"13086 Berlin, Germany",4,250,"('SRID=4326;POINT (13.4613338 52.555603399999995)',)",,Amusements,https://lh5.googleusercontent.com/p/AF1QipMtpmfrKY4PkEiy7KF1Fudl97-MZhhoZvwOOTJ4=w732-h552-k-no,,False,True,
Freizeitpark Marienfelde,2021-10-28 09:58:56.706443,GoogleMaps,"12277 Berlin, Germany",4.5,511,"('SRID=4326;POINT (13.3686715 52.401743599999996)',)","Conservation area with trails & views. Former landfill, now a public green space with a pond, wildlife, guided hikes & skyline views.",Amusements,https://lh5.googleusercontent.com/p/AF1QipPpVFsSlVHfOBop4dF-CkWc7H7otNftmihqlkf2=w978-h552-k-no,,False,True,
Illuminati Escape - Escape Room Berlin,2021-10-28 09:58:57.516895,GoogleMaps,"Abbestraße 17, 10587 Berlin, Germany",4.9,336,"('SRID=4326;POINT (13.3214197 52.5173998)',)",,Amusements,https://lh5.googleusercontent.com/p/AF1QipOyaVQGXRTHIF5v-Xh5dcJQJLML7bFR4-VTwqT2=w1050-h552-k-no,,False,True,
Heinrich-Lassen-Park,2021-10-28 09:58:57.517092,GoogleMaps,"Belziger Str. 53C, 10823 Berlin, Germany",4.8,605,"('SRID=4326;POINT (13.3500044 52.4848265)',)","Fairytale-themed playground & sand pits. Elaborate play area in green space with a storybook-style wooden castle, climbing ropes & sand pits.","Amusements, Popular",https://lh5.googleusercontent.com/p/AF1QipPKkXSvK9swoNKEDKRWzHUHrbWV8sGA4RWp1Z0M=w480-h1008-k-no,,False,True,
ANVIO - Virtual Reality Arcade,2021-10-28 09:58:58.321863,GoogleMaps,"Brandenburgische Str. 35, 10707 Berlin, Germany",4.7,61,"('SRID=4326;POINT (13.306720499999999 52.4994431)',)",,Amusements,https://lh5.googleusercontent.com/p/AF1QipPb4D3lK58xCY4EuRHE14XXa1PycZSSRuJMrcnv=w828-h552-k-no,,False,True,
Gartencenter Holland GmbH,2021-10-28 09:58:58.727390,GoogleMaps,"Dorfstraße 30, 16341 Panketal, Germany",4.2,266,"('SRID=4326;POINT (13.5436111 52.6213889)',)",,Amusements,https://lh5.googleusercontent.com/p/AF1QipPl2fGGHZmZCr8RsrL4Dwzz-to6RYIMgttn-zmD=w978-h552-k-no,,False,True,
FunJump Bernau,2021-10-28 09:58:59.682195,GoogleMaps,"An d. Tränke 30, 16321 Bernau bei Berlin, Germany",4.2,383,"('SRID=4326;POINT (13.5740891 52.672710099999996)',)",,Amusements,https://lh5.googleusercontent.com/p/AF1QipPLRG8WnSCeHR6Y3pTOE2-KKndPQn0A0XXEQVFp=w828-h552-k-no,,False,True,
public park Wuhlheide,2021-10-28 09:59:02.189491,GoogleMaps,"Eichgestell 4, 12459 Berlin, Germany",4.6,775,"('SRID=4326;POINT (13.522554099999999 52.468629)',)",,"Amusements, Popular",https://lh5.googleusercontent.com/p/AF1QipP7YxrRh4_wd6LOrGuG8061SHVMt7XeD9zx0oqI=w828-h552-k-no,,False,True,
Bim & Boom Kinderspielland,2021-10-28 09:59:02.515237,GoogleMaps,"Beilsteiner Str. 109, 12681 Berlin, Germany",3.9,869,"('SRID=4326;POINT (13.528530499999999 52.524412299999995)',)",,Amusements,https://lh5.googleusercontent.com/p/AF1QipOnRJHpoP3MgteJ9B_zvouYUvoQlyZN4m1N0UtY=w732-h552-k-no,,False,True,
Memorial and Museum Sachsenhausen,2021-10-28 09:59:02.519159,GoogleMaps,"Str. d. Nationen 22, 16515 Oranienburg, Germany",4.6,11655,"('SRID=4326;POINT (13.2624754 52.767081)',)","Memorial museum at former prison camp. Museum on the site of Nazi concentration & Soviet prison camps, with guided tours.","Amusements, Popular",https://lh5.googleusercontent.com/p/AF1QipO2YCigrqutnJqyC2A3wW8bAYONVboqRXzhcLIB=w732-h552-k-no,,False,True,
Berlin Central Station,2021-10-28 09:59:02.519159,GoogleMaps,"Hauptbahnhof, Europaplatz 1, 10557 Berlin, Germany",4.3,4545,"('SRID=4326;POINT (13.369402 52.5250839)',)","City's main train station, opened 2006. Modern train station on historic railway site, with long-distance, regional & U-Bahn services.",Amusements,https://lh5.googleusercontent.com/p/AF1QipNTlUPeHw8ti_y13_U2xuyVy6fGX2PXybtO46I=w732-h552-k-no,,False,True,
BergWerk.Berlin,2021-10-28 09:59:05.204649,GoogleMaps,"Stendaler Str. 25, 12627 Berlin, Germany",4.4,762,"('SRID=4326;POINT (13.603936099999999 52.5378349)',)",Family-friendly rope adventure center. Rope ladders & bridges cross a recreated mine shaft at this family-friendly adventure center.,Amusements,https://lh5.googleusercontent.com/p/AF1QipMrfTxHAqSHLG5dd6bbMwMj7zODn7lSP1gss447=w732-h552-k-no,,False,True,
EXIT VR,2021-10-28 09:59:06.017276,GoogleMaps,"Klosterstraße 62, 10179 Berlin, Germany",4.7,140,"('SRID=4326;POINT (13.412516799999999 52.5160914)',)",,Amusements,https://lh5.googleusercontent.com/p/AF1QipNUfHABRHQ9AzJm_-3j8K73hCgIXyi84lU2mVtQ=w978-h552-k-no,,False,True,
SPRUNG RAUM® Tempelhof GmbH,2021-10-28 09:59:06.983537,GoogleMaps,"Malteserstraße 139-142, 12277 Berlin, Germany",4.2,1926,"('SRID=4326;POINT (13.3590942 52.418911099999995)',)",,Amusements,https://lh5.googleusercontent.com/p/AF1QipPwxZW-AAVlXS8eqAfcGH_VGPQxPuflgqaujGcv=w828-h552-k-no,,False,True,
Alte Fasanerie - Der Hof und Garten,2021-10-28 09:59:07.959305,GoogleMaps,"Fasanerie 10, 13469 Berlin, Germany",3.8,119,"('SRID=4326;POINT (13.3679232 52.607920199999995)',)",,Amusements,https://lh5.googleusercontent.com/p/AF1QipP83LhoZV7c2r1YUPeg8QVXVJMYXF0Yumk0yuvy=w978-h552-k-no,,False,True,
Bim & Boom Kinderspielland,2021-10-28 09:59:11.594793,GoogleMaps,"Beilsteiner Str. 109, 12681 Berlin, Germany",3.9,869,"('SRID=4326;POINT (13.528530499999999 52.524412299999995)',)",,Amusements,https://lh5.googleusercontent.com/p/AF1QipOnRJHpoP3MgteJ9B_zvouYUvoQlyZN4m1N0UtY=w732-h552-k-no,,False,True,
Tierpark Berlin,2021-10-28 09:59:11.594793,GoogleMaps,"Am Tierpark 125, 10319 Berlin, Germany",4.5,19662,"('SRID=4326;POINT (13.5313559 52.5023038)',)","Zoo with elephants, tigers & monkeys. Huge, tree-studded zoo with a variety of global animals in sprawling enclosures.",Amusements,https://lh5.googleusercontent.com/p/AF1QipMmQHvsH2aWvN5CQmex9cJw9DRREid2qQJ2Y4s1=w978-h552-k-no,,False,True,
FunJump Bernau,2021-10-28 09:59:18.456320,GoogleMaps,"An d. Tränke 30, 16321 Bernau bei Berlin, Germany",4.2,383,"('SRID=4326;POINT (13.5740891 52.672710099999996)',)",,Amusements,https://lh5.googleusercontent.com/p/AF1QipPLRG8WnSCeHR6Y3pTOE2-KKndPQn0A0XXEQVFp=w828-h552-k-no,,False,True,
Kaiser Wilhelm Memorial Church,2021-10-28 09:59:18.456320,GoogleMaps,"Breitscheidplatz, 10789 Berlin, Germany",4.6,17228,"('SRID=4326;POINT (13.335082 52.504818)',)","Modern rebuild of 19th-century church. Ruins of an original church, built in the 1890s and damaged in the war with more modern additions.","Amusements, Popular",https://lh5.googleusercontent.com/p/AF1QipNqctiGcMCTGHiM7EbDIQlq5PJakrAvyVPj9X7l=w978-h552-k-no,,False,True,
Gartencenter Holland GmbH,2021-10-28 09:59:19.245066,GoogleMaps,"Dorfstraße 30, 16341 Panketal, Germany",4.2,266,"('SRID=4326;POINT (13.5436111 52.6213889)',)",,Amusements,https://lh5.googleusercontent.com/p/AF1QipPl2fGGHZmZCr8RsrL4Dwzz-to6RYIMgttn-zmD=w978-h552-k-no,,False,True,
Sanssouci Palace,2021-10-28 09:59:19.245066,GoogleMaps,"Maulbeerallee, 14469 Potsdam, Germany",4.6,18916,"('SRID=4326;POINT (13.0384999 52.404201699999994)',)",Iconic palace of Frederick the Great. King's summer residence with period 18th century furnishings & iconic terraced vineyards.,"Amusements, Popular",https://lh5.googleusercontent.com/p/AF1QipOGmkb2yBZWe3kVAJ8Aa4B7xZfbUFn2cUmnfou0=w7552-h552-k-no,,False,True,
Nature Park Schöneberger Südgelände,2021-10-28 09:59:19.257946,GoogleMaps,"Prellerweg 47-49, 12157 Berlin, Germany",4.6,1989,"('SRID=4326;POINT (13.3569087 52.459168399999996)',)","Nature reserve & art in former rail yard. Old rail yard converted into a species-rich nature reserve, with art events in the engine shed.","Amusements, Popular",https://lh5.googleusercontent.com/p/AF1QipNNh2s-oEIJt7tJT009WGCWKMVHuME1Q3w8U1A4=w732-h552-k-no,,False,True,
Kletterwald Grünheide bei Berlin,2021-10-28 09:59:19.540665,GoogleMaps,"Friedrich-Engels-Straße 14, 15537 Grünheide (Mark), Germany",4.7,312,"('SRID=4326;POINT (13.807113699999999 52.424748099999995)',)",,Amusements,https://lh5.googleusercontent.com/p/AF1QipML7Pw_SMkQ7D96ajHJqkIIsW8f-cLVaO6OpXK3=w1410-h552-k-no,,False,True,
Von-der-Schulenburg-Park,2021-10-28 09:59:20.354776,GoogleMaps,"Drosselbartstraße 6, 12057 Berlin, Germany",4.6,278,"('SRID=4326;POINT (13.469574999999999 52.468300299999996)',)",,Amusements,https://lh5.googleusercontent.com/p/AF1QipOBpStQ8C__fOb3d75AOvKVn5eovOE54rneM7XY=w480-h636-k-no,,False,True,
Nelly-Sachs Park,2021-10-28 09:59:21.165852,GoogleMaps,"Dennewitzstraße 24A, 10783 Berlin, Germany",4.4,326,"('SRID=4326;POINT (13.367947299999999 52.4981278)',)",,Amusements,https://lh5.googleusercontent.com/p/AF1QipMU7pKTZwzuEv4zakx_z-r-7vBWsVFeApfWYQPR=w732-h552-k-no,,False,True,
Hasenheide Park,2021-10-28 09:59:21.165852,GoogleMaps,"Columbiadamm 160, 10965 Berlin, Germany",4.2,3788,"('SRID=4326;POINT (13.4167277 52.4842015)',)","Large park with paths & a mini zoo. Spacious city park featuring lawns, shady picnic areas, jogging paths, playgrounds & a small zoo.",Amusements,https://lh5.googleusercontent.com/p/AF1QipP5V3ox079n-KA_4Gbn_-okaW2Bqrxr5tYQ4PAW=w978-h552-k-no,,False,True,
House of World Cultures,2021-10-28 09:59:23.144824,GoogleMaps,"John-Foster-Dulles-Allee 10, 10557 Berlin, Germany",4.4,2063,"('SRID=4326;POINT (13.3644649 52.5185185)',)","International contemporary arts space. Artistic productions from around the world, with a focus on non-European cultures & societies.",Culture,https://lh5.googleusercontent.com/p/AF1QipPLIiAKYQ7GMhWPMpVnKhVLp2mJYb1zkYqqlr7P=w732-h552-k-no,,False,True,
Brandenburg Gate,2021-10-28 09:59:23.144824,GoogleMaps,"Pariser Platz, 10117 Berlin, Germany",4.7,123359,"('SRID=4326;POINT (13.377704099999999 52.516274599999996)',)",Grand classical archway & city divide. Restored 18th-century gate & landmark with 12 Doric columns topped by a classical goddess statue.,"Culture, Popular",https://lh5.googleusercontent.com/p/AF1QipO-nLwvvWCdmvu9JpHWXaQrpQuzfusEqFE76XZI=w978-h552-k-no,,False,True,
East Side Gallery,2021-10-28 09:59:23.144824,GoogleMaps,"Mühlenstraße 3-100, 10243 Berlin, Germany",4.6,39689,"('SRID=4326;POINT (13.4396952 52.505022399999994)',)",Section of Berlin Wall for street art. Conserved graffiti project by 118 artists covering part of the Berlin Wall & celebrating its demise.,"Culture, Popular",https://lh5.googleusercontent.com/p/AF1QipP8tNREob6zRQbYYonE2AUz2ACS7BtffRSiXl0e=w732-h552-k-no,,False,True,
Berliner Fernsehturm,2021-10-28 09:59:23.144824,GoogleMaps,"Panoramastraße 1A, 10178 Berlin, Germany",4.4,32515,"('SRID=4326;POINT (13.4094191 52.520815)',)","1960s architecture & a viewing platform. 368m-tall tower, opened in 1969, with a viewing gallery at 203m and revolving restaurant at 207m.",Culture,https://lh5.googleusercontent.com/p/AF1QipO6Zl33BnXoLBzRQ6CF0xL17c3VNWdGvmAeXvBN=w480-h636-k-no,,False,True,
Reichstag Building,2021-10-28 09:59:23.145824,GoogleMaps,"Platz der Republik 1, 11011 Berlin, Germany",4.6,7661,"('SRID=4326;POINT (13.376187199999999 52.5186202)',)","Historic, glass-domed home of parliament. Neo-Renaissance parliament building topped by a Norman Foster glass dome with 360-degree city views.","Culture, Popular",https://lh5.googleusercontent.com/p/AF1QipOyskItghsKMPFuKnIzokzh-LBkkG6AuQsE35gz=w978-h552-k-no,,False,True,
Checkpoint Charlie,2021-10-28 09:59:23.145824,GoogleMaps,"Friedrichstraße 43-45, 10117 Berlin, Germany",4,61938,"('SRID=4326;POINT (13.3903913 52.5074434)',)",Cold war & east-west border landmark. Landmark boundary marking east & west Berlin with a white sentry guard house & cobbled border line.,Culture,https://lh5.googleusercontent.com/p/AF1QipO5z-2SeXZjsT-Qmwkma_gUSDXbp9geA03Q1Bom=w978-h552-k-no,,False,True,
Neues Museum,2021-10-28 09:59:23.145824,GoogleMaps,"Bodestraße 1-3, 10178 Berlin, Germany",4.5,8548,"('SRID=4326;POINT (13.397646199999999 52.520134899999995)',)",Museum of ancient art & archaeology. Grand 19th-century museum with collections of Egyptian artwork & prehistoric archaeology.,Culture,https://lh5.googleusercontent.com/p/AF1QipMtZlVmrr2XyoiGi7mMBFp5wPaog-kkQ80EA6Rl=w732-h552-k-no,,False,True,
Alexanderplatz,2021-10-28 09:59:23.145824,GoogleMaps,"10178 Berlin, Germany",4.2,163891,"('SRID=4326;POINT (13.413305999999999 52.521981399999994)',)",Pedestrianized square with iconic tower. Historic meeting and market place rebuilt post-war with modern buildings and 365-meter TV tower.,Culture,https://lh5.googleusercontent.com/p/AF1QipOXmmjiCSTGQXB2E6FOsbI3sRHdxdiJukoTdDIr=w978-h552-k-no,,False,True,
St. Nicholas' Church Museum,2021-10-28 09:59:23.145824,GoogleMaps,"Nikolaikirchplatz, 10178 Berlin, Germany",4.4,3374,"('SRID=4326;POINT (13.407483 52.516834599999996)',)","Rebuilt church with museum & concerts. 13th-century church, ruined by WWII bombs, rebuilt as a venue for events, concerts & organ recitals.",Culture,https://lh5.googleusercontent.com/p/AF1QipN_WKXRPf9rfjYfK9X1AK0owAcISH4niWtMEDHx=w978-h552-k-no,,False,True,
Berlin Palace Humboldt Forum,2021-10-28 09:59:23.145824,GoogleMaps,"Schloßpl., 10178 Berlin, Germany",4.3,2873,"('SRID=4326;POINT (13.4016456 52.51724)',)","Grand, historic palace with tours. Originally built in the 15th century, this stately royal & imperial palace offers exhibits & tours.",Culture,https://lh5.googleusercontent.com/p/AF1QipOIzl_FqqHSfhKVmgf8CixkYsBbNVBkTJEq2vJE=w480-h636-k-no,,False,True,
DDR Museum,2021-10-28 09:59:23.145824,GoogleMaps,"Karl-Liebknecht-Str. 1, 10178 Berlin, Germany",4.3,17863,"('SRID=4326;POINT (13.402733099999999 52.519607699999995)',)",Interactive museum of East German life. Everyday life in pre-unified Germany showcased in museum of interactive exhibits.,Culture,https://lh5.googleusercontent.com/p/AF1QipOH9KPCg5RJcEtcLuUs4pC2iQUo2gN78JOVCozN=w480-h636-k-no,,False,True,
Bode Museum,2021-10-28 09:59:23.145824,GoogleMaps,"Am Kupfergraben, 10117 Berlin, Germany",4.5,4494,"('SRID=4326;POINT (13.3942567 52.5218937)',)","Sculpture & Byzantine art collections. Riverside museum of sculpture & Byzantine art, with regular exhibitions & events, plus a shop.",Culture,https://lh5.googleusercontent.com/p/AF1QipMfP_3nm6tf-2etjoa5mBKMlWjdimchib5Q-_SL=w828-h552-k-no,,False,True,
Memorial to the Murdered Jews of Europe,2021-10-28 09:59:23.146824,GoogleMaps,"Cora-Berliner-Straße 1, 10117 Berlin, Germany",4.6,39846,"('SRID=4326;POINT (13.3787127 52.5139474)',)","2,711 columns commemorating Holocaust. 2,711 columns forming a vast mazelike Holocaust memorial, with an underground exhibition room.","Culture, Popular",https://lh5.googleusercontent.com/p/AF1QipNCq2IzQBQZi9a68ZZYd5ie6vfydfxThXY2L7E3=w990-h552-k-no,,False,True,
Altes Museum,2021-10-28 09:59:23.146824,GoogleMaps,"Bodestraße 1-3, 10178 Berlin, Germany",4.6,3693,"('SRID=4326;POINT (13.3987445 52.5194665)',)","Displays of Greek & Roman artifacts. Landmark neoclassical building with 18 columns & rotunda, with displays of Roman & Greek artifacts.","Culture, Popular",https://lh5.googleusercontent.com/p/AF1QipMxXrLIX8Q-ZKzi3hLfgAwoQOG1yp5WZ3XJL2sY=w480-h852-k-no,,False,True,
World Time Clock,2021-10-28 09:59:23.146824,GoogleMaps,"Alexanderpl. 1, 10178 Berlin, Germany",4.4,5171,"('SRID=4326;POINT (13.413297 52.5211743)',)","Landmark clock in a public square. Huge clock split into 24 sections & showing the time around the world, built in the 1960s.",Culture,https://lh5.googleusercontent.com/p/AF1QipNR5Bb5loKpyt2bIHs-pNH5_F4sBfVuM5dBxdEz=w732-h552-k-no,,False,True,
Gendarmenmarkt,2021-10-28 09:59:26.753305,GoogleMaps,"10117 Berlin, Germany",4.6,33027,"('SRID=4326;POINT (13.3926698 52.5137224)',)","18th-century square & events space. Public square lined with impressive architecture, hosting an annual Christmas market & ice rink.","Culture, Popular",https://lh5.googleusercontent.com/p/AF1QipNcPYwUqCgRn_9bMN2HJBEK7Z2pNxJx5iH4ctsq=w624-h552-k-no,,False,True,
The Kennedys – Touring Museum,2021-10-28 09:59:27.725081,GoogleMaps,"Auguststraße 11-13, 10117 Berlin, Germany",4.4,91,"('SRID=4326;POINT (13.3944444 52.5263889)',)",,Culture,https://lh5.googleusercontent.com/p/AF1QipPM_aSmALcAMytPaARrSTQ4kUn2QH_l-uq4_xG_=w828-h552-k-no,,False,True,
German Historical Museum,2021-10-28 09:59:27.725081,GoogleMaps,"Unter den Linden 2, 10117 Berlin, Germany",4.5,8547,"('SRID=4326;POINT (13.3969499 52.5181519)',)",Exhibitions tracing German history. Baroque armory & modern glass hall housing permanent & temporary exhibitions on German history.,Culture,https://lh5.googleusercontent.com/p/AF1QipMfBNVpsrTZ9wOAYCE-Wr6wy8hv4Dw0B9B9WkBg=w1032-h552-k-no,,False,True,
Berlin Wall Memorial,2021-10-28 09:59:27.725081,GoogleMaps,"Bernauer Str. 111, 13355 Berlin, Germany",4.6,33662,"('SRID=4326;POINT (13.3901898 52.535052099999994)',)",Conserved part of city wall & exhibition. Commemorative stretch of the historic divide with a preserved section of original wall and memorial.,"Culture, Popular",https://lh5.googleusercontent.com/p/AF1QipO960fIO9gWN_mtW2c35kvJYOY963xGh5E_lB9l=w732-h552-k-no,,False,True,
Berlin Cathedral,2021-10-28 09:59:27.725081,GoogleMaps,"Am Lustgarten, 10178 Berlin, Germany",4.6,29375,"('SRID=4326;POINT (13.401078 52.5190608)',)","Elaborate 19th-century cathedral. Majestic 1800s cathedral with an organ with 7,000 pipes, plus royal tombs & a dome for city views.","Culture, Popular",https://lh5.googleusercontent.com/p/AF1QipNpoQ55cMpIk8_LZMeAStFl4x1ZuK-v1QRpkRWQ=w828-h552-k-no,,False,True,
Alte Nationalgalerie,2021-10-28 09:59:27.731016,GoogleMaps,"Bodestraße 1-3, 10178 Berlin, Germany",4.6,4931,"('SRID=4326;POINT (13.398352899999999 52.520810399999995)',)","Neoclassical national art collection. Collection of Romantic, Impressionist & early Modernist art in an elegant, colonnaded building.","Culture, Popular",//lh5.googleusercontent.com/proxy/aryjj70-4lwDYiJdty8StEyCoRFfpKf9RLpN38vGW01m80cn2_JqWqfFpqmCC_maktjxtB3QEWbNK3KxkLHI7_5xsUqxzVsyCyLJZsGT9ex1iPwlEMrw64gykuTohb1LzYmdXL-M4tuj9Kr8tJdMvFg8fn8L4w=w828-h552-k-no,,False,True,
Topography of Terror,2021-10-28 09:59:27.731016,GoogleMaps,"Niederkirchnerstraße 8, 10963 Berlin, Germany",4.5,26293,"('SRID=4326;POINT (13.383702399999999 52.506683599999995)',)","Center documenting Nazi atrocities. Modern center on the site of the former Gestapo headquarters, documenting the horrors of Nazism.",Culture,https://lh5.googleusercontent.com/p/AF1QipNqkrd3Uo_t7y1KS_ycv6G6u-KSLwq1ftP5Bp98=w732-h552-k-no,,False,True,
German Spy Museum,2021-10-28 09:59:27.731016,GoogleMaps,"Leipziger Pl. 9, 10117 Berlin, Germany",4.3,10219,"('SRID=4326;POINT (13.379236599999999 52.5087676)',)","Spy museum with hands-on displays. Museum tracing the history of espionage with interactive exhibits, gadgets & props from Bond movies.",Culture,https://lh5.googleusercontent.com/p/AF1QipMIg9QniWkkmYZtAHHfaUlAqj080nkDMkStGiXU=w732-h552-k-no,,False,True,
Pariser Platz,2021-10-28 09:59:27.731016,GoogleMaps,"10117 Berlin, Germany",4.6,2661,"('SRID=4326;POINT (13.378836199999999 52.5163857)',)",Square named after French capital city. Public space named for 1814 anti-Napoleon occupation of Paris & fully restored after reunification.,"Culture, Popular",https://lh5.googleusercontent.com/p/AF1QipMUluaA22lBjCOvxdziPpvm465foSVG2hdE5-0o=w732-h552-k-no,,False,True,
Kulturbrauerei,2021-10-28 09:59:27.731016,GoogleMaps,"Schönhauser Allee 36, 10435 Berlin, Germany",4.4,5520,"('SRID=4326;POINT (13.4127133 52.5382032)',)","Old brewery with cinema, theater & clubs. History brewery now an arts & entertainment complex with rock concerts, shows & open-air events.",Culture,https://lh5.googleusercontent.com/p/AF1QipPSTOcVsNJXmYdw9HOeL0F_6wW6EeyOHZ1Jrbtb=w978-h552-k-no,,False,True,
Pergamonmuseum,2021-10-28 09:59:27.731016,GoogleMaps,"Bodestraße 1-3, 10178 Berlin, Germany",4.5,21141,"('SRID=4326;POINT (13.396899999999999 52.521183)',)","Antiquities & ancient art collections. Museum complex housing ancient Roman & Greek art collections, plus Babylonian & Persian antiquities.",Culture,https://lh5.googleusercontent.com/p/AF1QipMGwdI254dM5AwkscINCR9Xk9kWY-XNhKwN8mE-=w732-h552-k-no,,False,True,
German Museum of Technology,2021-10-28 09:59:27.731016,GoogleMaps,"Trebbiner Str. 9, 10963 Berlin, Germany",4.6,14597,"('SRID=4326;POINT (13.3778846 52.4986982)',)","Museum of vehicles, science & technology. Transport & technological museum with an airplane on the roof, set in a green park with windmills.","Culture, Popular",https://lh5.googleusercontent.com/p/AF1QipOdN8JoTmX_s57zCLRmkcaP5CpHz2eosNMYnZi4=w732-h552-k-no,,False,True,
Urban Nation,2021-10-28 09:59:27.731016,GoogleMaps,"Bülowstraße 7, 10783 Berlin, Germany",4.7,2380,"('SRID=4326;POINT (13.356606999999999 52.498642)',)","Graffiti, urban sculpture & photographs. Contemporary museum for exhibitions of street art, sculpture & photography, plus citywide murals.","Culture, Popular",https://lh5.googleusercontent.com/p/AF1QipMmWS6MF4mjlH9AjRIrX7NLv7Fz4iLwcyuhpd-E=w822-h552-k-no,,False,True,
UNESCO Weltkulturerbe Museumsinsel,2021-10-28 09:59:27.732016,GoogleMaps,"Bodestraße 1, 10178 Berlin, Germany",4.7,680,"('SRID=4326;POINT (13.3988681 52.520382299999994)',)","Island cluster of art & history museums. National art & archaeology museums in grand buildings on a river island, plus a park & cathedral.","Culture, Popular",https://lh5.googleusercontent.com/p/AF1QipMmt7gabe41XRSeZBPHn_CopIISZ6hEogrkLuZi=w906-h552-k-no,,False,True,
People Museum - The first museum of BODY WORLDS,2021-10-28 09:59:27.732205,GoogleMaps,"Panoramastraße 1A, 10178 Berlin, Germany",4.5,3991,"('SRID=4326;POINT (13.4092793 52.520713199999996)',)","Scientific displays about human beings. Culture & science exhibits about what it is to be human, including anatomy, medicine & healthcare.",Culture,https://lh5.googleusercontent.com/p/AF1QipOLrMh26a4J4IhTPJcbSVttnHPPsdk4vwMMzVq_=w732-h552-k-no,,False,True,
